setting,dataset,sample_id,candidate,psnr,ssim,vccrp
structure_only,compound_proxy,000057_jung_058_v01,docres_classical040_blend_0.95,17.725537549314833,0.7293848395347595,1.0
structure_only,dibco18,dibco18_001,docres_classical040_blend_0.70,10.368727483428817,0.7136350870132446,0.06272448081501614
structure_only,dibco18,dibco18_007,docres_classical040_blend_0.70,14.415651848721048,0.7647356986999512,0.1168331348742937
structure_only,dibco18,dibco18_008,docres_binarization,19.496589516540503,0.9460956454277039,0.41837246412498874
structure_only,dibco19,dibco19_a_008,docres_binarization,19.782312627097905,0.951031506061554,0.7225976594845009
structure_only,jung,jung_003,docres_classical040_blend_0.95,24.39860262736977,0.9437568783760071,0.10775371906733144
structure_only,jung,jung_020,docres_classical040_blend_0.95,22.559780117497027,0.9337794780731201,0.07686408182622784
structure_only,jung,jung_029,docres_classical040_blend_0.95,24.518328973766348,0.9081172943115234,0.06488118683123423
structure_only,jung,jung_046,docres_classical040_blend_0.70,24.387999045730126,0.9432292580604553,0.053041091386435535
structure_only,jung,jung_048,docres_input_blend_0.70,23.040040614866175,0.9493050575256348,0.04365947694478334
structure_only,jung,jung_052,docres_classical040_blend_0.70,24.357165871484035,0.9454631805419922,0.05434806259264302
structure_only,jung,jung_053,docres_classical040_blend_0.95,24.12718322819551,0.9473910927772522,0.06347356153304073
structure_only,jung,jung_058,docres_classical040_blend_0.85,23.284402484313755,0.9407913088798523,0.06557642489568283
structure_only,jung,jung_061,docres_classical040_blend_0.70,23.741402632496545,0.9334319233894348,0.06123659596027298
structure_only,jung,jung_063,classical_shadow_0.70,18.09766990167966,0.882344663143158,0.08533684040776468
structure_only,jung,jung_067,docres_classical040_blend_0.70,23.34266182157026,0.8950330018997192,0.056846567268838855
structure_only,jung,jung_069,docres_classical040_blend_0.95,23.570743779022223,0.879854679107666,0.10347224468812077
structure_only,jung,jung_074,docres_classical040_blend_0.95,22.62766617927592,0.9479604363441467,0.062323352331497106
structure_only,jung,jung_075,docres_classical040_blend_0.95,22.937576388465253,0.9664886593818665,0.0696061564028646
structure_only,jung,jung_082,docres_classical040_blend_0.70,24.447564738891018,0.9721799492835999,0.05602694830560773
structure_only,kligler,natiCHW01_06,docres_classical040_blend_0.85,29.93145963791012,0.9592540860176086,0.4721348253270188
