sample_id,method,candidate,clean_char_count,input_char_count,char_count,line_count,mean_conf,ocr_proxy_cer_to_clean,ocr_drift_from_input,conf_gain_vs_input,char_gain_vs_input,line_gain_vs_input
mixeddoc_01525,docres_deshadow,docres_deshadow,437,317,344,51,0.7383814314038611,0.700228832951945,0.4186046511627907,-0.0171415693569695,27,2
mixeddoc_01525,no_qwen_selected,region_controller,437,317,342,51,0.752172468863469,0.6933638443935927,0.3157894736842105,-0.0033505318973616,25,2
mixeddoc_01525,qwen_selected,docres_input_blend_0.90,437,317,356,51,0.749532094932202,0.6910755148741419,0.348314606741573,-0.0059909058286287,39,2
mixeddoc_01307,input,input,7124,0,0,0,0.0,1.0,0.0,0.0,0,0
mixeddoc_01307,classical_shadow_0.40,classical_shadow_0.40,7124,0,0,0,0.0,1.0,0.0,0.0,0,0
mixeddoc_01307,docres_deshadow,docres_deshadow,7124,0,0,0,0.0,1.0,0.0,0.0,0,0
mixeddoc_01307,no_qwen_selected,region_controller,7124,0,0,0,0.0,1.0,0.0,0.0,0,0
mixeddoc_01307,qwen_selected,docres_input_blend_0.90,7124,0,0,0,0.0,1.0,0.0,0.0,0,0
mixeddoc_01017,input,input,760,688,688,41,0.771989395882588,0.3026315789473684,0.0,0.0,0,0
mixeddoc_01017,classical_shadow_0.40,classical_shadow_0.40,760,688,688,41,0.7730922969211407,0.3052631578947368,0.0174418604651162,0.0011029010385527,0,0
mixeddoc_01017,docres_deshadow,docres_deshadow,760,688,706,43,0.7719906106686654,0.2907894736842105,0.0580736543909348,1.214786077397001e-06,18,2
mixeddoc_01017,no_qwen_selected,docres_input_blend_0.90,760,688,704,43,0.7710125086515098,0.2894736842105263,0.0582386363636363,-0.0009768872310781,16,2
mixeddoc_01017,qwen_selected,docres_deshadow,760,688,706,43,0.7719906106686654,0.2907894736842105,0.0580736543909348,1.214786077397001e-06,18,2
mixeddoc_01465,input,input,4083,3694,3694,79,0.7873185425815854,0.5035513103110458,0.0,0.0,0,0
mixeddoc_01465,classical_shadow_0.40,classical_shadow_0.40,4083,3694,3754,80,0.7870593721082537,0.4932647563066373,0.0511454448588172,-0.0002591704733316,60,1
mixeddoc_01465,docres_deshadow,docres_deshadow,4083,3694,3631,74,0.7910048493204084,0.5091844232182219,0.1946399566865186,0.0036863067388229,-63,-5
mixeddoc_01465,no_qwen_selected,docres_input_blend_0.90,4083,3694,3595,74,0.7894503839290369,0.505755571883419,0.1635083919870059,0.0021318413474514,-99,-5
mixeddoc_01465,qwen_selected,docres_deshadow,4083,3694,3631,74,0.7910048493204084,0.5091844232182219,0.1946399566865186,0.0036863067388229,-63,-5
mixeddoc_01526,input,input,686,620,620,71,0.7907901076542725,0.6661807580174927,0.0,0.0,0,0
mixeddoc_01526,classical_shadow_0.40,classical_shadow_0.40,686,620,620,71,0.7907901076542725,0.6661807580174927,0.0,0.0,0,0
mixeddoc_01526,docres_deshadow,docres_deshadow,686,620,640,75,0.7822872582404641,0.6924198250728864,0.0875,-0.0085028494138084,20,4
mixeddoc_01526,no_qwen_selected,docres_deshadow,686,620,640,75,0.7822872582404641,0.6924198250728864,0.0875,-0.0085028494138084,20,4
mixeddoc_01526,qwen_selected,docres_input_blend_0.90,686,620,630,74,0.7861358897194082,0.6676384839650146,0.0444444444444444,-0.0046542179348643,10,3
mixeddoc_00335,input,input,229,147,147,12,0.7068028346551184,0.4803493449781659,0.0,0.0,0,0
mixeddoc_00335,classical_shadow_0.40,classical_shadow_0.40,229,147,85,9,0.7081132695312987,0.6812227074235808,0.5238095238095238,0.0013104348761803,-62,-3
mixeddoc_00335,docres_deshadow,docres_deshadow,229,147,112,11,0.6660391373976516,0.611353711790393,0.3809523809523809,-0.0407636972574667,-35,-1
mixeddoc_00335,no_qwen_selected,docres_classical040_blend_0.90,229,147,115,11,0.6771573046756675,0.5982532751091703,0.3469387755102041,-0.0296455299794509,-32,-1
mixeddoc_00335,qwen_selected,docres_input_blend_0.80,229,147,112,10,0.6728501820100242,0.6200873362445415,0.3741496598639456,-0.0339526526450941,-35,-2
mixeddoc_01001,input,input,922,50,50,6,0.6037732471801561,1.0,0.0,0.0,0,0
mixeddoc_01001,classical_shadow_0.40,classical_shadow_0.40,922,50,51,7,0.582372726722584,0.9967462039045552,0.2156862745098039,-0.0214005204575721,1,1
mixeddoc_01001,docres_deshadow,docres_deshadow,922,50,60,9,0.6252620796078066,0.9967462039045552,0.4833333333333333,0.0214888324276504,10,3
mixeddoc_01001,no_qwen_selected,docres_classical040_blend_0.90,922,50,60,9,0.6201592411520491,0.9967462039045552,0.4833333333333333,0.0163859939718929,10,3
mixeddoc_01001,qwen_selected,docres_deshadow,922,50,60,9,0.6252620796078066,0.9967462039045552,0.4833333333333333,0.0214888324276504,10,3
mixeddoc_01084,input,input,316,336,336,66,0.7426912348313142,0.9017857142857144,0.0,0.0,0,0
mixeddoc_01084,classical_shadow_0.40,classical_shadow_0.40,316,336,328,65,0.7492718079053644,0.9146341463414634,0.1071428571428571,0.0065805730740502,-8,-1
mixeddoc_01084,docres_deshadow,docres_deshadow,316,336,329,65,0.742620320337204,0.917933130699088,0.1398809523809523,-7.091449411011919e-05,-7,-1
mixeddoc_01084,no_qwen_selected,docres_deshadow,316,336,329,65,0.742620320337204,0.917933130699088,0.1398809523809523,-7.091449411011919e-05,-7,-1
mixeddoc_01084,qwen_selected,docres_input_blend_0.90,316,336,325,64,0.7474056145019552,0.92,0.125,0.004714379670641,-11,-2
mixeddoc_01398,input,input,3181,2702,2702,160,0.7434250881983162,0.4275385099025464,0.0,0.0,0,0
mixeddoc_01398,classical_shadow_0.40,classical_shadow_0.40,3181,2702,2687,162,0.7378802273627648,0.4577176988368437,0.0780903034789045,-0.0055448608355513,-15,2
mixeddoc_01398,docres_deshadow,docres_deshadow,3181,2702,2514,150,0.7431386227047357,0.4511160012574662,0.2557364914877868,-0.0002864654935804,-188,-10
mixeddoc_01398,no_qwen_selected,docres_deshadow,3181,2702,2514,150,0.7431386227047357,0.4511160012574662,0.2557364914877868,-0.0002864654935804,-188,-10
mixeddoc_01398,qwen_selected,docres_input_blend_0.90,3181,2702,2546,155,0.7402107980920223,0.4410562716127004,0.2464840858623242,-0.0032142901062939,-156,-5
mixeddoc_00619,input,input,2828,2842,2842,119,0.8042549982337837,0.4261083743842364,0.0,0.0,0,0
mixeddoc_00619,classical_shadow_0.40,classical_shadow_0.40,2828,2842,2806,121,0.80187200541173,0.4543847241867044,0.173469387755102,-0.0023829928220536,-36,2
mixeddoc_00619,docres_deshadow,docres_deshadow,2828,2842,2795,116,0.8135711165540138,0.4225601131541726,0.1871921182266009,0.0093161183202301,-47,-3
mixeddoc_00619,no_qwen_selected,docres_input_blend_0.80,2828,2842,2822,114,0.8173299571091195,0.4084158415841584,0.1692470091484869,0.0130749588753358,-20,-5
mixeddoc_00619,qwen_selected,docres_classical040_blend_0.90,2828,2842,2832,117,0.8193090025309077,0.4180790960451977,0.1928219563687544,0.015054004297124,-10,-2
mixeddoc_00529,input,input,4065,6,6,1,0.6381863313061851,0.9985239852398524,0.0,0.0,0,0
mixeddoc_00529,classical_shadow_0.40,classical_shadow_0.40,4065,6,0,0,0.0,1.0,1.0,-0.6381863313061851,-6,-1
mixeddoc_00529,docres_deshadow,docres_deshadow,4065,6,6,1,0.6605049542018345,0.9985239852398524,0.0,0.0223186228956494,0,0
mixeddoc_00529,no_qwen_selected,docres_classical040_blend_0.90,4065,6,6,1,0.670293927192688,0.9985239852398524,0.0,0.0321075958865029,0,0
mixeddoc_00529,qwen_selected,docres_deshadow,4065,6,6,1,0.6605049542018345,0.9985239852398524,0.0,0.0223186228956494,0,0
mixeddoc_00261,input,input,790,8,8,4,0.6245503971974055,0.9974683544303796,0.0,0.0,0,0
mixeddoc_00261,classical_shadow_0.40,classical_shadow_0.40,790,8,8,4,0.6573675572872162,0.9974683544303796,0.0,0.0328171600898107,0,0
mixeddoc_00261,docres_deshadow,docres_deshadow,790,8,11,4,0.6337233285109202,0.9949367088607596,0.4545454545454545,0.0091729313135147,3,0
mixeddoc_00261,no_qwen_selected,docres_deshadow,790,8,11,4,0.6337233285109202,0.9949367088607596,0.4545454545454545,0.0091729313135147,3,0
mixeddoc_00261,qwen_selected,docres_input_blend_0.90,790,8,11,4,0.629563303043445,0.9949367088607596,0.4545454545454545,0.0050129058460395,3,0
