dataset,sample_id,source_page_id,split,candidate,psnr,ssim,content_risk,edge_jaccard,edge_keep,foreground_shift,mean_shift,contrast_shift
jung,jung_046,jung_046,val,docres_deshadow,21.762653492170664,0.9389850497245789,0.22154537923183673,0.9346655473693277,0.9733267947378521,0.11698953508497738,0.1846507386973513,0.002158408306860505
jung,jung_046,jung_046,val,docres_classical040_blend_0.70,24.387999045730126,0.9432292580604553,0.20098253312436123,0.9469589086135645,0.9782947058698109,0.11267802109516072,0.15433628573192731,0.004502511020889337
jung,jung_046,jung_046,val,docres_input_blend_0.70,25.636480954243556,0.9450702667236328,0.18776884085138107,0.9501561498014487,0.9795313532760496,0.10964265324732694,0.12938650922972167,0.0065697522046956405
jung,jung_046,jung_046,val,docres_classical040_blend_0.80,23.55929863874641,0.9420727491378784,0.20866647985135323,0.9423239161105718,0.9764397347604529,0.11461548993420356,0.16440149966673004,0.0038935871670248874
jung,jung_046,jung_046,val,docres_input_blend_0.80,24.915500722123156,0.9436741471290588,0.20042010108163422,0.9434148751967834,0.9768661649005351,0.11249719067018339,0.1477771761915927,0.005581222955610427
jung,jung_046,jung_046,val,docres_classical040_blend_0.85,23.11434567781368,0.941293478012085,0.21243594258195475,0.9401286186653217,0.9756081959872924,0.11559972410443732,0.169480919933505,0.003502881505850297
jung,jung_046,jung_046,val,docres_input_blend_0.85,24.22480734905531,0.9426711201667786,0.20607129295681226,0.9415623136359763,0.9763331272254323,0.1140368325742761,0.1570240032887837,0.004879833672020033
jung,jung_046,jung_046,val,docres_classical040_blend_0.90,22.664960894962086,0.9405773282051086,0.2158286629897101,0.9384864842483018,0.9749045862561566,0.11648579318682624,0.17452475155697786,0.0030864784863809114
jung,jung_046,jung_046,val,docres_input_blend_0.90,23.433143995494873,0.9415417313575745,0.21230504742944772,0.9381950999109822,0.9748619432421484,0.11555580814408568,0.1661826033735866,0.004106654826448903
jung,jung_046,jung_046,val,docres_classical040_blend_0.95,22.20855771084225,0.9397973418235779,0.21978033162523808,0.9358858735562867,0.9735400098078932,0.11751394331741165,0.17966622147938227,0.0025809046940042557
jung,jung_046,jung_046,val,docres_input_blend_0.95,22.59086271344143,0.9403011798858643,0.2162348841972353,0.9363947459901151,0.9743289055670454,0.11552222535087561,0.17551778918039398,0.0031386314495897936
jung,jung_046,jung_046,val,docres_appearance,18.165520861535967,0.9065423011779785,0.29012365235283955,0.8487182525408081,0.9162704419948402,0.11363642234754058,0.20996974357485948,0.040704243697864705
jung,jung_046,jung_046,val,docres_binarization,12.939647670181518,0.6931515336036682,0.6654516547288141,0.3314917127013682,0.40297648237777445,0.1977199866702144,0.2307036587972001,0.12436912542555892
jung,jung_046,jung_046,val,binary_input_blend_0.75,16.00318992095923,0.7694639563560486,0.5603294166529974,0.45660778967742244,0.5214174537856335,0.1977199866702144,0.1728424511629954,0.08157659145404152
jung,jung_046,jung_046,val,binary_docres_blend_0.75,14.833155112407423,0.7715908885002136,0.5734131189649145,0.4730688779233328,0.5400737724142343,0.1977199866702144,0.2190719873765167,0.084908887349322
jung,jung_046,jung_046,val,binary_input_blend_0.90,14.084570177945913,0.723198413848877,0.6015514882866575,0.42967739550590006,0.4958316453806955,0.1977199866702144,0.20771009266267632,0.10683715421504618
jung,jung_046,jung_046,val,binary_docres_blend_0.90,13.655602653581301,0.7242951989173889,0.6077724665164194,0.4346013452086457,0.5000959467815185,0.1977199866702144,0.22653370919722285,0.1083493358520107
jung,jung_048,jung_048,val,input,17.20940320055164,0.9345038533210754,1.2024031770252464e-11,0.9999999999732799,1.0,0.0,0.0,0.0
jung,jung_048,jung_048,val,classical_shadow_0.25,20.703520212188074,0.9395012855529785,0.12081851890050826,0.9712260435554941,0.9884836339345358,0.08870963465016254,0.0447760200713169,0.0020836597029855433
jung,jung_048,jung_048,val,classical_shadow_0.40,22.973713293539852,0.9391112923622131,0.17988877972267275,0.963543708324486,0.9851703406813628,0.13445924087420913,0.07181329524050774,0.0004981491637987094
jung,jung_048,jung_048,val,classical_shadow_0.55,24.30174762680199,0.9351047873497009,0.24660936688159468,0.9540504096837971,0.9830861723446894,0.1843428316866339,0.09892271717314463,0.003366887805685973
jung,jung_048,jung_048,val,classical_shadow_0.70,23.449768919508465,0.9293593168258667,0.2663354596105232,0.9446277582763295,0.9791315965263861,0.185780047624351,0.125701873725694,0.008928589533738152
jung,jung_048,jung_048,val,docres_deshadow,24.687582372335683,0.9501611590385437,0.2553991735407279,0.9420847426749442,0.9749098196392786,0.18819573714328142,0.08299285114795815,0.013240716903313543
jung,jung_048,jung_048,val,docres_classical040_blend_0.70,24.864044706647974,0.9483519792556763,0.24566491653047978,0.9517296862182615,0.9799064796259185,0.18486786629118737,0.07957873278130347,0.012073193208314468
jung,jung_048,jung_048,val,docres_input_blend_0.70,23.040040614866175,0.9493050575256348,0.23930345017472776,0.9563405230552167,0.9809485637942552,0.18615128421342922,0.05805933317381595,0.01713611344436612
jung,jung_048,jung_048,val,docres_classical040_blend_0.80,24.881466389807603,0.9490119218826294,0.24926897373355256,0.9478591964942146,0.9777955911823647,0.1859073287406064,0.08063096493748412,0.012743162400581763
jung,jung_048,jung_048,val,docres_input_blend_0.80,23.830676685320974,0.9499391317367554,0.2422839904706507,0.9535500649947061,0.9796659986639946,0.18484930446173345,0.06637632221838506,0.016636143948634902
jung,jung_048,jung_048,val,docres_classical040_blend_0.85,24.867484831711582,0.9492915868759155,0.2510714060945165,0.945831931443727,0.9765130260521042,0.18641645320562794,0.08133658482511694,0.012907813514198207
jung,jung_048,jung_048,val,docres_input_blend_0.85,24.166845585827787,0.9500883221626282,0.2458942927828942,0.9489573606974542,0.9776352705410821,0.18501901261674064,0.0706303191729972,0.01608994135134844
jung,jung_048,jung_048,val,docres_classical040_blend_0.90,24.82373685466316,0.9496034979820251,0.25294466140637883,0.943931756470365,0.9757114228456913,0.18710589258534463,0.08183568486235498,0.013122975479594099
jung,jung_048,jung_048,val,docres_input_blend_0.90,24.436442698382915,0.9501358270645142,0.24860520685847418,0.9472116455319706,0.9771275885103541,0.1857137553763013,0.07485012492579164,0.015327736668738327
jung,jung_048,jung_048,val,docres_classical040_blend_0.95,24.76447900550923,0.9498815536499023,0.2546321769855352,0.9422138448980811,0.9750434201736807,0.18776351168599748,0.08224398271763697,0.013278837361032374
jung,jung_048,jung_048,val,docres_input_blend_0.95,24.628042017138426,0.9501751661300659,0.2523826543028452,0.9441470793332778,0.9756312625250501,0.1869653530194793,0.07902670293346577,0.014454676349924298
jung,jung_048,jung_048,val,docres_appearance,17.97807373563459,0.9081689715385437,0.3660047264705612,0.8278969536480582,0.9033533734134936,0.18731272439925964,0.18935418247931757,0.042506597035334576
jung,jung_048,jung_048,val,docres_binarization,13.611347082572463,0.7316694259643555,0.7109257950978802,0.28844547772637413,0.3414562458249833,0.2713765983061005,0.22418942258568053,0.08508415173412716
jung,jung_048,jung_048,val,binary_input_blend_0.75,16.777843849301817,0.806693971157074,0.6203687690243003,0.39385581128985503,0.44259185036740145,0.2713765983061005,0.16804429757201914,0.05064360845987903
jung,jung_048,jung_048,val,binary_docres_blend_0.75,16.131566528470948,0.8068462014198303,0.6285295566271962,0.3965148345284206,0.4456646626586506,0.2713765983061005,0.18901654436136855,0.05225769070073006
jung,jung_048,jung_048,val,binary_input_blend_0.90,14.786674727256413,0.761957049369812,0.6570454743604863,0.3691665880934957,0.4185170340681363,0.2713765983061005,0.2017539940949465,0.07078140227430134
jung,jung_048,jung_048,val,binary_docres_blend_0.90,14.537387976693745,0.7617637515068054,0.6607939807762501,0.3698245779409171,0.41910487641950567,0.2713765983061005,0.21052036659041234,0.0716781570224963
jung,jung_052,jung_052,val,input,15.901095470950338,0.9278212785720825,1.0114659110271873e-11,0.999999999977523,1.0,0.0,0.0,0.0
jung,jung_052,jung_052,val,classical_shadow_0.25,19.179311401335458,0.9384102821350098,0.2451902609468674,0.9703514151249619,0.9886940885592268,0.20681992539879898,0.0520052120210535,0.007043979243133176
jung,jung_052,jung_052,val,classical_shadow_0.40,21.432519445205067,0.9403740167617798,0.27892398561409515,0.9579729139152912,0.9857496066531805,0.22079045527896088,0.08335761425545855,0.009797159824719815
jung,jung_052,jung_052,val,classical_shadow_0.55,23.218625302716845,0.9393656253814697,0.3075587206768342,0.9468375845708217,0.9811867835468645,0.2304674479511124,0.11549108307644115,0.011619587586691814
jung,jung_052,jung_052,val,classical_shadow_0.70,23.18376081907136,0.9359951615333557,0.33052378539942384,0.9392488080396253,0.978579456057541,0.23732176397449803,0.1468466183330559,0.011875562849224676
jung,jung_052,jung_052,val,docres_deshadow,24.4467316228633,0.9451698660850525,0.34049715307637235,0.9331157885436073,0.9705327039784221,0.245847993439327,0.13258930280400302,0.01919257226677908
jung,jung_052,jung_052,val,docres_classical040_blend_0.70,24.357165871484035,0.9454631805419922,0.3219256481766392,0.945651937407357,0.9769611148572713,0.23922383005740588,0.11777021149456057,0.01856184225786626
jung,jung_052,jung_052,val,docres_input_blend_0.70,22.87338684592293,0.9459404349327087,0.3090443355193387,0.9489270760435073,0.9780624859518993,0.23789582286182906,0.09287919035236648,0.018356701226902177
jung,jung_052,jung_052,val,docres_classical040_blend_0.80,24.50001974667769,0.945530891418457,0.3279606209846694,0.9420044311016551,0.9747808496291301,0.24140102113700695,0.122720760058739,0.018955483033185953
jung,jung_052,jung_052,val,docres_input_blend_0.80,23.81501458267733,0.946155846118927,0.3194488041797501,0.9438463713067605,0.9754776354236907,0.24024496706436338,0.10610918582400818,0.019151716456376068
jung,jung_052,jung_052,val,docres_classical040_blend_0.85,24.530113506392205,0.9454489350318909,0.33058448617012526,0.9387042937135335,0.9734547089233536,0.24146186608819872,0.12519843079159135,0.01910029989396673
jung,jung_052,jung_052,val,docres_input_blend_0.85,24.16438869149756,0.9460216760635376,0.32378800298591365,0.9405979287231464,0.9737693863789616,0.24035078437078383,0.1127289712742323,0.019357830051421342
jung,jung_052,jung_052,val,docres_classical040_blend_0.90,24.52511916493615,0.9453656077384949,0.3348067359026216,0.9364756316509737,0.9721959991009216,0.24365757519642336,0.12760801534973404,0.01919998134873807
