dataset,sample_id,candidate,niqe,musiq,psnr,ssim,content_risk,selector,deqadoc
kligler,natiCHW04_05,input,5.018036467601252,58.35400772094727,9.866581165762636,0.7347427606582642,2.3127949555501458e-11,MUSIQ selector restricted16,
kligler,natiCHW04_12,classical_shadow_0.25,4.959786421214929,58.72403717041016,15.980021243404588,0.9041968584060668,0.177550814696191,MUSIQ selector restricted16,
kligler,natiCPO01_02,docres_binarization,17.408480083077084,53.64904022216797,8.703541749780058,0.6939637660980225,0.7596159828034421,MUSIQ selector restricted16,
kligler,natiCPO02_02,input,5.703323189747282,61.19858551025391,13.45605231000654,0.8785130381584167,8.257344807915956e-12,MUSIQ selector restricted16,
kligler,natiCPO03_01,docres_binarization,15.742900243655418,51.139793395996094,9.656095816746538,0.6910421252250671,0.7579132835181471,MUSIQ selector restricted16,
kligler,natiCPO03_09,docres_binarization,15.672134950815389,50.49446105957031,9.663897155862788,0.6888085603713989,0.7598843731923256,MUSIQ selector restricted16,
kligler,natiCPO04_04,docres_binarization,13.19923476530289,47.52659606933594,9.23826271291052,0.5783469080924988,0.7882464692901765,MUSIQ selector restricted16,
kligler,natiCPO04_08,input,5.830907020720437,48.828224182128906,16.427894519802788,0.9078539609909058,7.911821198192116e-12,MUSIQ selector restricted16,
kligler,natiCPO05_01,input,4.446034637021175,64.85440826416016,18.48665036367935,0.9422807693481444,7.310302363450206e-12,MUSIQ selector restricted16,
kligler,natiCPO06_04,docres_binarization,15.385177862929682,55.554874420166016,9.498302240618433,0.6541247367858887,0.7477280294986772,MUSIQ selector restricted16,
kligler,natiCPO06_05,docres_binarization,16.175710655494154,55.76579284667969,8.891905379262703,0.6661391854286194,0.7803237633691714,MUSIQ selector restricted16,
kligler,natiCPO06_06,docres_binarization,16.00019648206503,55.85772705078125,8.963020702741485,0.6685014367103577,0.7731266856718638,MUSIQ selector restricted16,
kligler,natiCPO06_10,docres_binarization,15.618796068014811,55.32048797607422,9.63356489260088,0.6403632760047913,0.7874362444831359,MUSIQ selector restricted16,
kligler,natiCPO07_03,input,5.920164788835825,47.72618865966797,12.415989752497616,0.8517127633094788,2.8938901275310515e-11,MUSIQ selector restricted16,
