uses_prior,psnr_mean,psnr_std,ssim_mean,ssim_std,vccrp_mean,vccrp_std
False,25.10052409743424,0.10491878622395578,0.8881704134487473,0.0018187946172917707,0.36356896422675006,0.007734380593264717
True,25.182083180337052,0.0931613311198433,0.8887338537294254,0.0010040941256153802,0.3619164124683186,0.00513293936505694
