protocol,variant,n,psnr,ssim,vccrp,utility_psnr_40ssim,selected_counts
heldout,evidence,113,25.481494368468404,0.8885564007590302,0.34280435067403836,61.023750398829606,"[[""docres_classical040_blend_0.95"", 29], [""docres_classical040_blend_0.80"", 13], [""docres_classical040_blend_0.85"", 12], [""docres_classical040_blend_0.70"", 11], [""docres_input_blend_0.70"", 7], [""classical_shadow_0.25"", 6], [""classical_shadow_0.40"", 6], [""input"", 6], [""docres_classical040_blend_0.90"", 6], [""binary_input_blend_0.75"", 3], [""docres_input_blend_0.90"", 3], [""docres_input_blend_0.95"", 3], [""docres_input_blend_0.80"", 2], [""classical_shadow_0.70"", 2], [""docres_input_blend_0.85"", 2], [""binary_docres_blend_0.90"", 1], [""docres_deshadow"", 1]]"
heldout,raw_prior,113,25.51016692740497,0.8904449122141948,0.3473069760313268,61.12796341597276,"[[""docres_classical040_blend_0.95"", 34], [""docres_classical040_blend_0.70"", 14], [""docres_classical040_blend_0.85"", 10], [""docres_classical040_blend_0.80"", 9], [""docres_input_blend_0.70"", 8], [""classical_shadow_0.25"", 7], [""input"", 6], [""docres_classical040_blend_0.90"", 6], [""classical_shadow_0.40"", 4], [""docres_input_blend_0.85"", 4], [""docres_input_blend_0.95"", 3], [""binary_input_blend_0.75"", 2], [""binary_docres_blend_0.90"", 2], [""docres_input_blend_0.80"", 1], [""classical_shadow_0.70"", 1], [""docres_deshadow"", 1], [""docres_input_blend_0.90"", 1]]"
heldout,compat_full,113,25.510775434518354,0.8897728898883921,0.341807338673386,61.10169103005404,"[[""docres_classical040_blend_0.95"", 29], [""docres_classical040_blend_0.70"", 14], [""docres_classical040_blend_0.80"", 11], [""docres_classical040_blend_0.85"", 10], [""classical_shadow_0.25"", 8], [""input"", 8], [""docres_classical040_blend_0.90"", 8], [""docres_input_blend_0.70"", 6], [""docres_input_blend_0.95"", 4], [""docres_input_blend_0.85"", 3], [""classical_shadow_0.40"", 3], [""docres_input_blend_0.90"", 3], [""binary_input_blend_0.75"", 2], [""binary_docres_blend_0.90"", 2], [""docres_input_blend_0.80"", 1], [""classical_shadow_0.70"", 1]]"
heldout,compat_policy,113,25.50961676425453,0.889624725400874,0.34227704139469467,61.09460578028949,"[[""docres_classical040_blend_0.95"", 33], [""docres_classical040_blend_0.70"", 13], [""docres_classical040_blend_0.80"", 12], [""docres_classical040_blend_0.85"", 9], [""classical_shadow_0.25"", 8], [""input"", 7], [""docres_input_blend_0.70"", 7], [""docres_classical040_blend_0.90"", 6], [""docres_input_blend_0.85"", 4], [""classical_shadow_0.40"", 3], [""docres_input_blend_0.95"", 3], [""binary_input_blend_0.75"", 2], [""docres_input_blend_0.80"", 1], [""classical_shadow_0.70"", 1], [""binary_input_blend_0.90"", 1], [""binary_docres_blend_0.90"", 1], [""docres_deshadow"", 1], [""docres_input_blend_0.90"", 1]]"
heldout,compat_risk_strength,113,25.468160052006027,0.8905477908860265,0.3475549957541365,61.09007168744709,"[[""docres_classical040_blend_0.95"", 29], [""docres_classical040_blend_0.85"", 13], [""docres_classical040_blend_0.70"", 12], [""docres_classical040_blend_0.90"", 10], [""docres_classical040_blend_0.80"", 9], [""docres_input_blend_0.70"", 8], [""classical_shadow_0.25"", 7], [""input"", 6], [""classical_shadow_0.40"", 4], [""docres_input_blend_0.90"", 3], [""binary_input_blend_0.75"", 2], [""docres_deshadow"", 2], [""docres_input_blend_0.95"", 2], [""docres_input_blend_0.85"", 2], [""docres_input_blend_0.80"", 1], [""classical_shadow_0.70"", 1], [""binary_input_blend_0.90"", 1], [""binary_docres_blend_0.90"", 1]]"
heldout,compat_balanced,113,25.52129351996108,0.8896615953572029,0.34164253340991063,61.10775733424919,"[[""docres_classical040_blend_0.95"", 31], [""docres_classical040_blend_0.85"", 12], [""docres_classical040_blend_0.80"", 12], [""docres_classical040_blend_0.70"", 11], [""classical_shadow_0.25"", 8], [""input"", 8], [""docres_input_blend_0.70"", 6], [""docres_classical040_blend_0.90"", 6], [""docres_input_blend_0.95"", 3], [""docres_input_blend_0.90"", 3], [""classical_shadow_0.40"", 3], [""docres_input_blend_0.85"", 3], [""binary_input_blend_0.75"", 2], [""docres_input_blend_0.80"", 1], [""classical_shadow_0.70"", 1], [""binary_input_blend_0.90"", 1], [""binary_docres_blend_0.90"", 1], [""docres_deshadow"", 1]]"
